20547673299943425,1,1,0,73,クラハダチ,10,1010073,
20829148276654081,1,1,0,74,カグダチ,10,1010074,
21955048183496705,1,1,0,78,ウルシハリセン,11,1010078,
22517998136918017,1,1,0,80,キレートエディア,10,1010080,
22799473113628673,1,1,0,81,グリッドエディア,10,1010081,
23080948090339329,1,1,0,82,ファラストエディア,10,1010082,
23643898043760641,1,1,0,84,ホーリーツリー,8,1010084,
23925373020471297,1,1,0,85,サイレントツリー,14,1010085,
24206847997181953,1,1,0,86,ウェーブボード,7,1010086,
24488322973892609,1,1,0,87,レインボーボード,11,1010087,
26740122787577857,1,1,0,95,ヒュージカッター,13,1010095,
27021597764288513,1,1,0,96,封印ノダチ,15,1010096,
31525197391659009,1,1,0,112,ローズスチュワード,11,1010112,
32088147345080321,1,1,0,114,キーンサイクラー,11,1010114,
32369622321790977,1,1,0,115,ギアフレイド,10,1010115,
32932572275212289,1,1,0,117,バイオグリオン,11,1010116,
33214047251922945,1,1,0,118,ライブグリオン,12,1010117,
33495522228633601,1,1,0,119,ブラッドグリオン,14,1010118,
33776997205344257,1,1,0,120,ジェラーテ,11,1010119,
34339947158765569,1,1,0,122,ウェドルエイド,11,1010121,
37717646879293441,1,1,0,134,ウェドルラビエイト,11,1010133,
37999121856004097,1,1,0,135,ダーヴルソード,10,1010134,
38280596832714753,1,1,0,136,ダルバダソード,10,1010135,
38562071809425409,1,1,0,137,ダヴィアルソード,11,1010136,
39125021762846721,1,1,0,139,サステインロック,12,1010138,
39969446692978689,1,1,0,142,サファイザリア,11,1010141,
40250921669689345,1,1,0,143,サファイフィーア,11,1010142,
40813871623110657,1,1,0,145,ダルスソレイド,11,1010144,
41095346599821313,1,1,0,146,フォンリーゼス,11,1010145,
41658296553242625,1,1,0,148,ロサードリーゼス,11,1010147,
41939771529953281,1,1,0,149,ブレイクライナー,11,1010148,
42784196460085249,1,1,0,152,ファーレンエンダー,11,1010151,
43628621390217217,1,1,0,155,レイトラス,10,1010154,
43910096366927873,1,1,0,156,リードトラス,11,1010155,
45035996273770497,1,1,0,160,ジャグローク,11,1010159,
45880421203902465,1,1,0,163,新光大刃,10,1010162,
46724846134034433,1,1,0,166,イクサコウシャ,12,1010165,
47569271064166401,1,1,0,169,ルインレーヴェ,10,1010168,
48132221017587713,1,1,0,171,ストラジオ,11,1010170,
48413695994298369,1,1,0,172,ストラジェス,14,1010171,
50665495807983617,1,1,0,180,阿鼻,9,1010179,
52354345668247553,1,1,0,186,アルケラス,11,1010185,
52917295621668865,1,1,0,188,カディムケラス,11,1010187,
53761720551800833,1,1,0,191,ネメシスキャリバー,13,1010190,
54043195528511489,1,1,0,192,スレイヴキャリバー,13,1010191,
54324670505222145,1,1,0,193,ギグルドミナ,11,1010192,
55450570412064769,1,1,0,197,イデアルエッジ,13,1010196,
55732045388775425,1,1,0,198,アウェイクエッジ,14,1010197,
57420895249039361,1,1,0,204,朔桜,13,1010203,
57702370225750017,1,1,0,205,アハトアンジ,13,1010204,
58546795155881985,1,1,0,208,トウシャロウ,11,1010207,
59391220086013953,1,1,0,211,チェインソード,12,1010210,
61924494876409857,1,1,0,220,リンドクレイ,12,1010219,
62205969853120513,1,1,0,221,アルタクレイ,13,1010220,
63894819713384449,1,1,0,227,ノクスクヴェル,12,1010226,
64176294690095105,1,1,0,228,レーテクヴェル,13,1010227,
64457769666805761,1,1,0,229,クヴェルアリオン,13,1010228,
65302194596937729,1,1,0,232,バジリスバニフィク,13,1010231,
65865144550359041,1,1,0,234,ディアザングルム,13,1010233,
66146619527069697,1,1,0,235,グラテスザングルム,13,1010234,
66428094503780353,1,1,0,236,ギクスザングルム,13,1010235,
67835469387333633,1,1,0,241,ディンスルフオービット,13,1010240,
68116944364044289,1,1,0,242,ディンスルフミラージュ,14,1010241,
68398419340754945,1,1,0,243,ディンスルフノヴァ,15,1010242,
68679894317465601,1,1,0,244,インヴェイドカリバー,13,1010243,
68961369294176257,1,1,0,245,オフスティアカリバー,13,1010244,
69242844270886913,1,1,0,246,セイガーソード,13,1010245,
69524319247597569,1,1,0,247,セイカイザーソード,13,1010246,
70087269201018881,1,1,0,249,Ｄ－Ａ．Ｉ．Ｓセイバー,13,1010248,
72339069014704129,1,1,0,257,ソードレボルシオ,13,1010256,
72620543991414785,1,1,0,258,ソードドミナシオ,13,1010257,
72902018968125441,1,1,0,259,ソードインクルシオ,15,1010258,
74309393851678721,1,1,0,264,リグゼレッダー,12,1010263,
74872343805100033,1,1,0,266,ジグマゼレッダー,12,1010265,
75435293758521345,1,1,0,268,[NPC]穢れグラム,7,1010267,
76561193665363969,1,1,0,272,イヴリダハンダー,13,1010271,
76842668642074625,1,1,0,273,クリシスハンダー,13,1010272,
77124143618785281,1,1,0,274,シュベルハンダー,13,1010273,
77687093572206593,1,1,0,276,レイソード,13,1010275,
77968568548917249,1,1,0,277,ユニオンソード,13,1010276,
79094468455759873,1,1,0,281,ソード-NT,1,1010001,
79375943432470529,1,1,0,282,アルバソード-NT,2,1010002,
79657418409181185,1,1,0,283,ヴィタソード-NT,3,1010003,
79938893385891841,1,1,0,284,クレイモア-NT,4,1010010,
80220368362602497,1,1,0,285,アルバクレイモア-NT,5,1010011,
80501843339313153,1,1,0,286,ヴィタクレイモア-NT,6,1010012,
80783318316023809,1,1,0,287,キャリバー-NT,4,1010013,
81064793292734465,1,1,0,288,アルバキャリバー-NT,5,1010014,
81346268269445121,1,1,0,289,ヴィタキャリバー-NT,6,1010015,
81627743246155777,1,1,0,290,ザックス-NT,7,1010021,
81909218222866433,1,1,0,291,アーディロウ-NT,9,1010020,
82190693199577089,1,1,0,292,ディオアーディロウ-NT,10,1010019,
82472168176287745,1,1,0,293,ドラゴンスレイヤー-NT,10,1010027,
82753643152998401,1,1,0,294,クルセイドロア-NT,10,1010060,
83035118129709057,1,1,0,295,デイジーチェイン-NT,11,1010064,
83316593106419713,1,1,0,296,ノクスクヴェル-NT,12,1010226,
83598068083130369,1,1,0,297,リュミエルラーミナ,14,1010280,
83879543059841025,1,1,0,298,ジュティスラーミナ,13,1010281,
84161018036551681,1,1,0,299,アレティアラーミナ,14,1010282,
84442493013262337,1,1,0,300,アストラセパル,13,1010283,
84723967989972993,1,1,0,301,[NPC]トール・ハンマーＳ,8,1010284,
85005442966683649,1,1,0,302,フォルニスジエン,13,1010285,
85286917943394305,1,1,0,303,アクルドジエン,14,1010286,
85568392920104961,1,1,0,304,コートエッジVer2,13,1010287,
85849867896815617,1,1,0,305,雪華椿,13,1010288,
87257242780368897,1,1,0,310,ウェルクレドーム,13,1010293,
88383142687211521,1,1,0,314,シャープサイクラー-NT,11,1010062,
88664617663922177,1,1,0,315,キーンサイクラー-NT,12,1010114,
88946092640632833,1,1,0,316,ゼイネシスキャリバー,13,1010299,
89227567617343489,1,1,0,317,クリファドキャリバー,13,1010300,
89509042594054145,1,1,0,318,クリーサブランド,15,1010301,
89790517570764801,1,1,0,319,ミリオンブランド,15,1010302,
90071992547475457,1,1,0,320,[NPC]浄化グラム,13,1010303,
92042317384450049,1,1,0,327,デモニアセイバー,14,1010308,
93168217291292673,1,1,0,331,バトルソードＬｖ１,1,1010001,
93449692268003329,1,1,0,332,バトルソードＬｖ２,4,1010013,
93731167244713985,1,1,0,333,バトルソードＬｖ３,7,1010289,
95982967058399233,1,1,0,341,バルファーダ,13,1010319,
96264442035109889,1,1,0,342,アトラファーダ,14,1010320,
96545917011820545,1,1,0,343,アトラファーダ・イクス,15,1010321,
97390341941952513,1,1,0,346,ゴレムブラフス,13,1010324,
97671816918663169,1,1,0,347,ゴレムグラフォール,13,1010325,
98234766872084481,1,1,0,349,ディトネションレイジ,13,1010327,
100205091709059073,1,1,0,356,ノヴェルソード,15,1010334,
100486566685769729,1,1,0,357,リバレイトソード,15,1010335,
100768041662480385,1,1,0,358,[NPC]ストラトスのソード,8,1010336,
101049516639191041,1,1,0,359,[NPC]ラコニアンソードＳ,8,1010337,
101330991615901697,1,1,0,360,[NPC]ハリエット軽短杖Ｓ,8,1010338,
101612466592612353,1,1,0,361,ラストサバイバー-NT,7,1010023,
101893941569323009,1,1,0,362,フラメブランド-NT,10,1010054,
102175416546033665,1,1,0,363,[NPC]ヴェルン兵ソード,8,1010339,
103582791429586945,1,1,0,368,エルダーペイン・オメガ,14,1010345,
104708691336429569,1,1,0,372,フォボスエスパディオ,14,1010349,
104990166313140225,1,1,0,373,ニーケエスパディオ,14,1010350,
105271641289850881,1,1,0,374,ジェンスティル,15,1010351,
105553116266561537,1,1,0,375,ジェンピュラス,15,1010352,
107804916080246785,1,1,0,383,ネメシスキャリバー-NT,13,1010360,
108086391056957441,1,1,0,384,スレイヴキャリバー-NT,13,1010361,
108930815987089409,1,1,0,387,ホムラノオオダチ,13,1010383,
109212290963800065,1,1,0,388,深遠剣ディメシオン,13,1010365,
109493765940510721,1,1,0,389,星震剣ディメシオン,14,1010366,
109775240917221377,1,1,0,390,光跡剣ディメシオン,15,1010367,
110901140824064001,1,1,0,394,紅葉姫-NT,13,1011053,
112027040730906625,1,1,0,398,スライプナーＬｖ３,7,1010362,
112308515707617281,1,1,0,399,インヴェイドカリバー-NT,13,1010243,
112589990684327937,1,1,0,400,オフスティアカリバー-NT,15,1010244,
113434415614459905,1,1,0,403,セレファウルス,13,1010376,
113715890591170561,1,1,0,404,セレファウルス・ザラ,14,1010377,
115404740451434497,1,1,0,410,グレンノオオダチ,14,1010364,
115686215428145153,1,1,0,411,シエンノオオダチ,14,1010384,
116812115334987777,1,1,0,415,ライトニングエスパーダ-NT,13,1010388,
117093590311698433,1,1,0,416,アーレスソード-NT,14,1010052,
118500965195251713,1,1,0,421,オブリサナヴフト,15,1010393,
119626865102094337,1,1,0,425,ダインヘスペラー,15,1010397,
120471290032226305,1,1,0,428,ディムソード,14,1010400,
120752765008936961,1,1,0,429,スペース・ツナ-NT,13,1011044,
121034239985647617,1,1,0,430,ローズセイバー-NT,13,1010401,
123004564822622209,1,1,0,437,フォルゴレウェベン,15,1010408,
124130464729464833,1,1,0,441,エリュシオーヌ-NT,13,1010412,
124693414682886145,1,1,0,443,シャヴァルユーベル,15,1010414,
125537839613018113,1,1,0,446,光纏剣クラースエッジ,15,1010417,
126945214496571393,1,1,0,451,タルナーダ-NT,13,1011017,
130885864170520577,1,1,0,465,ボンズアシェット,15,1010432,
131167339147231233,1,1,0,466,アデルリーネア,15,1010433,
133137663984205825,1,1,0,473,ヴィアンリーネア,15,1010440,
133419138960916481,1,1,0,474,フルクシオヴェルラ,15,1010441,
134263563891048449,1,1,0,477,闇征剣アジェルエッジ,15,1010444,
135670938774601729,1,1,0,482,エルダーペイン-NT,14,1011047,
131073,1,2,0,0,ワイヤードランス,1,1020001,
281474976841729,1,2,0,1,アルバランス,2,1020002,
562949953552385,1,2,0,2,ヴィタランス,3,1020003,
844424930263041,1,2,0,3,ワイヤードゲイン,1,1020004,
1125899906973697,1,2,0,4,アルバゲイン,2,1020005,
1407374883684353,1,2,0,5,ヴィタゲイン,3,1020006,
1688849860395009,1,2,0,6,ワイヤードオーバー,1,1020007,
1970324837105665,1,2,0,7,アルバオーバー,2,1020008,
2251799813816321,1,2,0,8,ヴィタオーバー,3,1020009,
2533274790526977,1,2,0,9,ワイヤードトライ,4,1020013,
2814749767237633,1,2,0,10,アルバトライ,5,1020014,
3096224743948289,1,2,0,11,ヴィタトライ,6,1020015,
3377699720658945,1,2,0,12,ワイヤードアーチ,4,1020010,
3659174697369601,1,2,0,13,アルバアーチ,5,1020011,
3940649674080257,1,2,0,14,ヴィタアーチ,6,1020012,
4222124650790913,1,2,0,15,クシャネビュラ,7,1020016,
4503599627501569,1,2,0,16,ディオクシャネビュラ,9,1020031,
4785074604212225,1,2,0,17,ラムダクシャネビュラ,7,1020032,
5066549580922881,1,2,0,18,ラムダジャグリアス,9,1020017,
5348024557633537,1,2,0,19,ディオジャグリアス,10,1020018,
5629499534344193,1,2,0,20,ジャグリアス,9,1020019,
5910974511054849,1,2,0,21,ハイペリオン,8,1020021,
6192449487765505,1,2,0,22,ディオハイペリオン,10,1020035,
6473924464476161,1,2,0,23,ラムダハイペリオン,8,1020036,
6755399441186817,1,2,0,24,ベルカード,8,1020020,
7036874417897473,1,2,0,25,ラムダベルカード,8,1020033,
7318349394608129,1,2,0,26,ディオベルカード,9,1020034,
7599824371318785,1,2,0,27,デイライトスカー,7,1020022,
7881299348029441,1,2,0,28,ファルクロー,11,1020023,
8162774324740097,1,2,0,29,ギガススピナー,10,1020024,
8444249301450753,1,2,0,30,ディアボリックガント,10,1020025,
8725724278161409,1,2,0,31,アサシンクロー,10,1020026,
9007199254872065,1,2,0,32,ネイクロー,9,1020027,
9288674231582721,1,2,0,33,ロケットパンチ,10,1020028,
9570149208293377,1,2,0,34,ファティウーマ,11,1020029,
9851624185004033,1,2,0,35,グッダスケラ,8,1020030,
10133099161714689,1,2,0,36,ベルクヴェルカー,10,1020041,
10414574138425345,1,2,0,37,ブルートギフト,10,1020046,
10977524091846657,1,2,0,39,カールドランサー,8,1020043,
11258999068557313,1,2,0,40,カタドランサー,10,1020044,
11540474045267969,1,2,0,41,マルモスファング,8,1020037,
11821949021978625,1,2,0,42,ダルマルファング,10,1020038,
12103423998689281,1,2,0,43,ラズライル,8,1020042,
12384898975399937,1,2,0,44,クリスライル,10,1020045,
12666373952110593,1,2,0,45,ブレイド・ボール,8,1020039,
13510798882242561,1,2,0,48,ロケットパンチ／ナハト,7,1020040,
13792273858953217,1,2,0,49,ネイクロー／ナハト,7,1020050,
14073748835663873,1,2,0,50,タイドヴァルガー,10,1020051,
14355223812374529,1,2,0,51,ロッソヴァルガー,10,1020052,
14636698789085185,1,2,0,52,ブルートカース,10,1020053,
14918173765795841,1,2,0,53,ブルートネグロ,11,1020054,
15199648742506497,1,2,0,54,刃鞭パラティーゼル,12,1020055,
16044073672638465,1,2,0,57,アーレスランス,13,1020058,
16325548649349121,1,2,0,58,嵐魔,11,1020059,
16607023626059777,1,2,0,59,ヘレティックエンド,10,1020060,
16888498602770433,1,2,0,60,ヴァイスビュート,10,1020061,
17169973579481089,1,2,0,61,エナジーヒューザー,9,1020062,
17451448556191745,1,2,0,62,グワナーダランス,10,1020063,
17732923532902401,1,2,0,63,Ｇネロランス,10,1020064,
18295873486323713,1,2,0,65,イミディエイトフェザー,10,1020066,
18858823439745025,1,2,0,67,フルキュリオ,11,1020068,
19421773393166337,1,2,0,69,グロリアスウィング,11,1020070,
20547673300008961,1,2,0,73,ステルスウェポン：ＷＬ,1,1020999,
20829148276719617,1,2,0,74,赤のワイヤードランス,7,1020074,
21110623253430273,1,2,0,75,青のワイヤードランス,7,1020075,
21955048183562241,1,2,0,78,バードケージ,12,1020078,
23643898043826177,1,2,0,84,ゴーストハット,11,1020084,
23925373020536833,1,2,0,85,ファントムハット,7,1020085,
26177172834222081,1,2,0,93,ヤサカニノマガタマ,10,1020093,
26458647810932737,1,2,0,94,ククノチノマガタマ,11,1020094,
27021597764354049,1,2,0,96,セイントラスター,10,1020096,
27303072741064705,1,2,0,97,セイントグロス,11,1020097,
27866022694486017,1,2,0,99,リリカ用イデアルシザーズ,13,1020099,
28710447624617985,1,2,0,102,ファティウーマ／リヒト,7,1020102,
28991922601328641,1,2,0,103,シェルオプス,10,1020103,
29273397578039297,1,2,0,104,シェルガイア,10,1020104,
29554872554749953,1,2,0,105,シェルクロノス,10,1020105,
29836347531460609,1,2,0,106,マークキュリオ,11,1020106,
30399297484881921,1,2,0,108,ウィールローレン,10,1020108,
30962247438303233,1,2,0,110,バイオレードル,11,1020109,
31243722415013889,1,2,0,111,ライブレードル,12,1020110,
31525197391724545,1,2,0,112,ブラッドレードル,14,1020111,
32369622321856513,1,2,0,115,ダールワイグル,11,1020114,
32651097298567169,1,2,0,116,クラテルネイルス,11,1020115,
32932572275277825,1,2,0,117,ラミアスロイアー,11,1020116,
33214047251988481,1,2,0,118,ヒュリオランサー,11,1020117,
34058472182120449,1,2,0,121,グロリアスパフェ,13,1020120,
34339947158831105,1,2,0,122,クラテルブロウス,11,1020121,
34902897112252417,1,2,0,124,ラミアスラウナー,11,1020123,
35184372088963073,1,2,0,125,ラミアスレイダー,14,1020124,
35747322042384385,1,2,0,127,ヒュリオランシヴ,11,1020126,
36028797019095041,1,2,0,128,グラスクライン,11,1020127,
36873221949227009,1,2,0,131,ファーレントリッガー,11,1020130,
37717646879358977,1,2,0,134,ビブラスランス,10,1020133,
38562071809490945,1,2,0,137,リムリーゼ,11,1020136,
39125021762912257,1,2,0,139,グルーアリーゼ,11,1020138,
39687971716333569,1,2,0,141,アンジャクゥーリ,11,1020140,
40250921669754881,1,2,0,143,ネメシスチェイン,13,1020142,
40532396646465537,1,2,0,144,スレイヴチェイン,13,1020143,
40813871623176193,1,2,0,145,ネプトアンカー,11,1020144,
41376821576597505,1,2,0,147,風霞,13,1020146,
41658296553308161,1,2,0,148,イデアルシザーズ,13,1020147,
41939771530018817,1,2,0,149,アウェイクシザーズ,14,1020148,
42784196460150785,1,2,0,152,蛇腹グリゴロス,12,1020151,
43065671436861441,1,2,0,153,レザルコレト,12,1020152,
43910096366993409,1,2,0,156,禍矛ユクカ,12,1020155,
45317471250546689,1,2,0,161,サギタレオーネ,11,1020160,
45880421203968001,1,2,0,163,エルデトロス,13,1020162,
46161896180678657,1,2,0,164,ケイモストロス,13,1020163,
48976645947785217,1,2,0,174,ノクスジラーク,12,1020173,
49258120924495873,1,2,0,175,レーテジラーク,13,1020174,
49539595901206529,1,2,0,176,ジラークアリオン,13,1020175,
49821070877917185,1,2,0,177,ディアギルミナド,13,1020176,
50102545854627841,1,2,0,178,グラテスギルミナド,13,1020177,
50384020831338497,1,2,0,179,ギクスギルミナド,13,1020178,
51228445761470465,1,2,0,182,ラッピーフウセン,12,1020181,
51791395714891777,1,2,0,184,バジリスリディスト,13,1020183,
52072870691602433,1,2,0,185,ネブロスリディスト,15,1020184,
52354345668313089,1,2,0,186,インヴェイドウィング,13,1020185,
52635820645023745,1,2,0,187,オフスティアウィング,13,1020186,
52917295621734401,1,2,0,188,セイガーシールド,13,1020187,
53198770598445057,1,2,0,189,セイカイザーシールド,13,1020188,
55450570412130305,1,2,0,197,ランスレボルシオ,13,1020196,
55732045388840961,1,2,0,198,ランスドミナシオ,13,1020197,
56294995342262273,1,2,0,200,リグガイラー,12,1020199,
56857945295683585,1,2,0,202,ジグマガイラー,12,1020201,
57139420272394241,1,2,0,203,アウラデルウォッグ,13,1020202,
57702370225815553,1,2,0,205,マルスデルウォッグ,13,1020204,
58546795155947521,1,2,0,208,レッツゴーシャイニー,13,1020207,
59109745109368833,1,2,0,210,フロウレイザー,13,1020209,
59954170039500801,1,2,0,213,イヴリダハダート,13,1020212,
60235645016211457,1,2,0,214,クリシスハダート,13,1020213,
60517119992922113,1,2,0,215,シュベルハダート,13,1020214,
61643019899764737,1,2,0,219,フォルニスグルズ,13,1020218,
61924494876475393,1,2,0,220,アクルドグルズ,14,1020219,
62487444829896705,1,2,0,222,レイランス,13,1020221,
62768919806607361,1,2,0,223,ユニオンランス,13,1020222,
63050394783318017,1,2,0,224,レイニールオービット,13,1020223,
63331869760028673,1,2,0,225,レイニールミラージュ,14,1020224,
63613344736739329,1,2,0,226,レイニールノヴァ,15,1020225,
63894819713449985,1,2,0,227,ワイヤードランス-NT,1,1020001,
64176294690160641,1,2,0,228,アルバランス-NT,2,1020002,
64457769666871297,1,2,0,229,ヴィタランス-NT,3,1020003,
64739244643581953,1,2,0,230,ワイヤードトライ-NT,4,1020013,
65020719620292609,1,2,0,231,アルバトライ-NT,5,1020014,
65302194597003265,1,2,0,232,ヴィタトライ-NT,6,1020015,
65583669573713921,1,2,0,233,ワイヤードアーチ-NT,4,1020010,
65865144550424577,1,2,0,234,アルバアーチ-NT,5,1020011,
66146619527135233,1,2,0,235,ヴィタアーチ-NT,6,1020012,
66428094503845889,1,2,0,236,クシャネビュラ-NT,7,1020016,
66709569480556545,1,2,0,237,ジャグリアス-NT,9,1020019,
66991044457267201,1,2,0,238,ディオジャグリアス-NT,10,1020018,
67272519433977857,1,2,0,239,ディアボリックガント-NT,10,1020025,
67553994410688513,1,2,0,240,ヘレティックエンド-NT,10,1020060,
67835469387399169,1,2,0,241,グロリアスウィング-NT,11,1020070,
68116944364109825,1,2,0,242,ノクスジラーク-NT,12,1020173,
68398419340820481,1,2,0,243,ラズライルVer2,13,1020226,
68679894317531137,1,2,0,244,雪凪,13,1020227,
68961369294241793,1,2,0,245,ボクスドビュール,13,1020228,
70087269201084417,1,2,0,249,フルキュリオ-NT,11,1020068,
70368744177795073,1,2,0,250,マークキュリオ-NT,12,1020106,
70650219154505729,1,2,0,251,ゼイネシスランス,13,1020234,
70931694131216385,1,2,0,252,クリファドランス,13,1020235,
71213169107927041,1,2,0,253,アストラアドム,13,1020236,
71494644084637697,1,2,0,254,リュミエルクリス,14,1020237,
71776119061348353,1,2,0,255,ジュティスクリス,13,1020238,
72057594038059009,1,2,0,256,アレティアクリス,14,1020239,
72339069014769665,1,2,0,257,クリーサウルミー,15,1020240,
72620543991480321,1,2,0,258,ミリオンウルミー,15,1020241,
72902018968190977,1,2,0,259,クヴェレグリッター,14,1020242,
73746443898322945,1,2,0,262,ボンバゴレムバルン,13,1020245,
74027918875033601,1,2,0,263,ボンバゴレムスデッド,13,1020246,
74309393851744257,1,2,0,264,ゲノンズィーバ,15,1020247,
76279718688718849,1,2,0,271,デイライトスカー-NT,7,1020022,
76561193665429505,1,2,0,272,アサシンクロー-NT,10,1020026,
76842668642140161,1,2,0,273,ノヴェルランス,15,1020251,
77124143618850817,1,2,0,274,リバレイトランス,15,1020252,
77405618595561473,1,2,0,275,バルヴェイス,13,1020253,
77687093572272129,1,2,0,276,アトラヴェイス,14,1020254,
77968568548982785,1,2,0,277,アトラヴェイス・イクス,15,1020255,
79375943432536065,1,2,0,282,フォボスサイカード,14,1020260,
79657418409246721,1,2,0,283,ニーケサイカード,14,1020261,
79938893385957377,1,2,0,284,ネメシスチェイン-NT,13,1020262,
80220368362668033,1,2,0,285,スレイヴチェイン-NT,13,1020263,
80501843339378689,1,2,0,286,嵐魔-NT,13,1021059,
80783318316089345,1,2,0,287,クルヴァスティル,15,1020264,
81064793292800001,1,2,0,288,クルヴァピュラス,15,1020265,
81346268269510657,1,2,0,289,インヴェイドウィング-NT,13,1020185,
81627743246221313,1,2,0,290,オフスティアウィング-NT,15,1020186,
81909218222931969,1,2,0,291,ホムラノテッシン,13,1020272,
82190693199642625,1,2,0,292,深遠鞭アルシオン,13,1020267,
82472168176353281,1,2,0,293,星震鞭アルシオン,14,1020268,
82753643153063937,1,2,0,294,光跡鞭アルシオン,15,1020269,
83035118129774593,1,2,0,295,シャライラカプリス,13,1020270,
83598068083195905,1,2,0,297,グレンノテッシン,14,1020266,
83879543059906561,1,2,0,298,シエンノテッシン,14,1020273,
84442493013327873,1,2,0,300,アーレスランス-NT,14,1020058,
84723967990038529,1,2,0,301,セレアグラトル,13,1020275,
85005442966749185,1,2,0,302,セレアグラトル・ザラ,14,1020276,
86975767803723777,1,2,0,309,ディムランス,14,1020283,
87257242780434433,1,2,0,310,アキュレハーリス,15,1020284,
87538717757145089,1,2,0,311,アトゥスハーリス,15,1020285,
88101667710566401,1,2,0,313,シホウセイリュウ,15,1020287,
88664617663987713,1,2,0,315,エルデトロス-NT,13,1020289,
88946092640698369,1,2,0,316,光纏鞭クラースアンカー,15,1020290,
92886742314647553,1,2,0,330,フルクシオウェイヴ,15,1020301,
93449692268068865,1,2,0,332,闇征鞭アジェルアンカー,15,1020303,
196609,1,3,0,0,パルチザン,1,1030001,
281474976907265,1,3,0,1,アルバパルチザン,2,1030002,
